FILE,AR/FA Name,Original_EN_Name,Ottoman/Turkish_Name,TYPE,GeonamesID,Disambiguating_GEO_entities,Country,District,Category_of_Entity,Latitude,Longitude,Comments
Seyahatname-i-Hudud_Baghdad.txt,",شط الدغارة",Shaţţ ad Daghghārah,Değare,PLACE,97287,Found in geonames w/certainty,Iraq,Al Qādisīyah,"stream, lake, ...",32.14054,45.05151,
Seyahatname-i Hudud_Basra,",شط الدغارة",Shaţţ ad Daghghārah,Değâre,PLACE,97287,Found in geonames w/certainty,Iraq,Al Qādisīyah,"stream, lake, ...",32.14054,45.05151,
Seyahatname-i Hudud_Basra,",شط الدغارة",Shaţţ ad Daghghārah,Değâre,PLACE,97287,Found in geonames w/certainty,Iraq,Al Qādisīyah,"stream, lake, ...",32.14054,45.05151,
Seyahatname-i-Hudud_Baghdad.txt,",شط الدغارة",Shaţţ ad Daghghārah,Değâre,PLACE,97287,Found in geonames w/certainty,Iraq,Al Qādisīyah,"stream, lake, ...",32.14054,45.05151,
Seyahatname-i-Hudud_Baghdad.txt,",شط الدغارة",Shaţţ ad Daghghārah,Değâre,PLACE,97287,Found in geonames w/certainty,Iraq,Al Qādisīyah,"stream, lake, ...",32.14054,45.05151,
Seyahatname-i-Hudud_Baghdad.txt,",شط الدغارة",Shaţţ ad Daghghārah,Değâre,PLACE,97287,Found in geonames w/certainty,Iraq,Al Qādisīyah,"stream, lake, ...",32.14054,45.05151,
Seyahatname-i-Hudud_Baghdad.txt,بهرز,Buhriz,Behrûz nehri,PLACE,97553,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.70693,44.65541,
Seyahatname-i Hudud_Basra,جزیره بوارین,Jazīreh-ye Bavārīn,Cezîretü'l-Bevârin,PLACE,97811,Found in geonames w/certainty,Iraq,Basra,"mountain,hill,rock,...",30.4673,48.045,
Seyahatname-i-Hudud_Baghdad.txt,دوري,Dawray,Dûre,PLACE,97923,Found in geonames w/certainty,Iraq,Arbīl,"city, village,...",36.90608,44.13861,
Seyahatname-i-Hudud_Baghdad.txt,"باربن,بارەپان",Barepan,Bârâdan,PLACE,97975,Found in geonames w/certainty,Iraq,Sulaymaniyah,"city, village,...",36.24489,45.06605,
Seyahatname-i-Hudud_Baghdad.txt,"باربن,بارەپان",Barepan,Bîredân,PLACE,97975,Found in geonames w/certainty,Iraq,Sulaymaniyah,"city, village,...",36.24489,45.06605,
Seyahatname-i-Hudud_Baghdad.txt,"باربن,بارەپان",Barepan,Bûreden,PLACE,97975,Found in geonames w/certainty,Iraq,Sulaymaniyah,"city, village,...",36.24489,45.06605,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Ba'kube,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Ba‘kube,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Ba‘kube,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Ba‘kube,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Ba‘kube,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Bakubiye,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i-Hudud_Baghdad.txt,بعقوبة,Baqubah,Bakubiye,PLACE,97990,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.75403,44.60518,
Seyahatname-i Hudud_Basra,مهيجران,Balad Sumar,Mehîkrân,PLACE,98110,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.46786,47.88103,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bagdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i Hudud_Basra,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
Seyahatname-i-Hudud_Baghdad.txt,بغداد,Baghdad,Bağdâd,PLACE,98182,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.34058,44.40088,
